,rumor,text
rumor562,0,长时间久坐而预防静脉血栓要做好两个脚可以做腿部的其他运动，穿适当稍微宽松一点的裤子，避免袜或者裤子勒到小腿或者是大腿。
rumor563,0,测血压时间是早晨的六点到十点，下午的四点到八点。
rumor564!,1,心梗了有症状就要抽烟喝酒，熬夜，继续干啊。
rumor565!,1,新冠病毒会在咽喉滞留4天，要喝盐水和醋来消毒
rumor566,0,现在很多年轻人都出现三高原因高血脂都是相关的肥胖的年轻人跟高血压相关城市里年轻人的工作压力比较大可能今天晚上熬了夜，明天还得正常上班这种中国习惯是非常不好的因为我们讲人有一个正常的睡眠的代谢的一个习惯破坏这个习惯则，会引起代谢的紊乱会引起三高
rumor567,0,三高的患者还是可以正常吃肉的，要少吃肉类中的肥肉，而动的内脏含有比较高的脂肪和胆固醇的含量应该避免。
rumor568,0,脑出血患者出血后多久能醒取决于出血的部位出血的量和出血的速度如果是在脑干丘脑这样重要位置的出血一般患者昏迷会非常的长甚至会成为植物人但是如果一些比较浅表的出血量也不大的脑出血那么患者的手短时间内两个星期可能就能够恢复神志了
rumor569,0,鸡蛋是一种非常好的补充人体优质蛋白质的食品，对于亚洲人群，每天吃一个鸡蛋反而会降低心血管疾病发生的风险，但是糖尿病的患者除外。
rumor570,0,引起胃下垂，原因胃扩张的还有手术治疗后相关韧带断裂。
rumor571,0,临床上常用的核磁共振，磁场场强为0T或5T。而在0T场强的磁场下，心脏支架不会出现位置移动。因此，就算支架植入后马上就接受核磁共振检查，也是可行的
rumor572,0,百分之五十以上的这个斑块儿我们都不处理啊，你看着他们讲了很多说我们关于这个血管里面这个斑块怎么形成的，血栓是怎么形成都讲了很多这方面的东西屋顶上告诉大家，我们除了要看这个斑块要看这个狭窄的程度之外，所以百分之五，十，以下的这种斑块的不，用处理吗？我们都不，希望这个小于百？分之五，十，的板块继续往上进，展他总说不，舒服呢？
rumor573,0,肝脏癌症的筛查与确定，要做彩超和甲胎蛋白的检测，肺癌的筛查建议做胸部肌体检查，甲状腺癌需要做甲状腺的彩超检查，宫颈癌需要做hpv和tt的细胞学检查，乳腺癌要做乳腺的彩超和钼靶检查，食管癌，胃癌最好做胃镜检查，肠癌需要做肠镜。
rumor574,0,从营养学的角度，糖尿病不管是什么类型，用什么药物，饮食其实都是基础，患者一定要做到个体化的能量控制，而且每餐后一定要适当的运动把吃进来的消化出去。
rumor575,0,不存在明显的界限来划分公母。 也没有任何证据表明脐部这一小块果皮的发育与果实的味道相关
rumor576!,1,我们流鼻血的时候可以向后仰头去止血。
rumor577,0,预防感冒出门要戴着口罩。
rumor578,0,影响机体钙营养状况的因素有很多，饮用水显然也不是钙元素的主要来源，目前尚没有研究表明纯净水与缺钙之间存在着必然的因果关系
rumor579,0,比如说一些先天遗传性的疾病都有可能会出现了什么增高尿尿糖并不能作为一个我们诊断糖尿病的一个标准除了糖尿病之外其他一些疾病也可能会引起我们这个尿里的糖增高了比如甲亢，当尿里面检测出现尿糖阳性的时候就是糖尿病
rumor580,0,我们的睡眠时间和睡眠质量关系到我们心血管病的一个健康。
rumor581!,1,喂加药饲料“人造”双黄鸡蛋
rumor582,0,幽门螺杆菌会引发消化性溃疡和胃癌，所以成人如果得了幽门螺杆菌，必须得积极的治疗，儿童就算感染也很少会发生这些严重的并发症，并且给儿童做杀菌治疗的副作用还是蛮大的。
rumor583!,1,脱发与吸烟无关
rumor584,0,长期运动，坚持运动，适当运动是对我们的血压有很好的调控作用。
rumor585,0,雌激素的保护女性的心血管病的患病患病率也会显著的增高原因吸烟对于女性的心血管的伤害更大烟叶不完全燃烧会产生有毒有害的物质不仅会破坏人体的脏器细胞还会导致你血管收缩痉挛使你冠状动脉出现缺血女性啊因为他这个天生的生理结构导致他对这种毒害物质更为敏感所以你还臭抽烟吗？你还能接受二手烟吗？
rumor586!,1,口罩消毒残留物会致癌，用前要抖一抖
rumor587,0,这种现象叫做“睡眠惊跳”，亦称“入睡抽动”或者“入睡前肌阵挛”。随着睡眠的加深，大脑放松了对四肢的控制，当大脑被机体内外存在的某些信息刺激时，就可能出现身体局部肌肉突然抽动的情况，这就是睡眠惊跳。
rumor588,0,患者在住院期间的血糖正常回家后升高是因为患者的饮食按医生要求吃的低盐低脂，适合糖尿病的饮食起到控制作用。
rumor589!,1,验钞手电筒能检出食物中的黄曲霉毒素
rumor590,0,自检自测大动脉炎你来摸摸你的脉搏，左右手的脉搏虽然你的血管已经完全都堵死了但是你可能也并不感觉难受尤其在四肢上没有感觉这说我们通过这种很简单的一个自测你就能知道而我有可能有大动脉炎的可能，尤其属中青年女性如果你的？足背动脉护着，你的？桡动脉我讲一下这个足背动脉怎么？看？的？你去摸摸这个地方你的？脉搏，还跳动得好，不，好，因为我们知道？大动脉炎它？损伤的？主要是你的？这种大血管？那么？如果但是这种损伤呢？摸不，到
rumor591,0,都觉得有点销路不恨我让你们说的文书，相声，氧气树，不说相声了，对幼儿血压可能会稍高一些听妈妈的这个科普啊，左手的高压只有不到一百了那赶紧到血管外科去看一下去查一下徐国荣的问题有不边的血压一高的一侧为准大多数人都有个偏高一些
rumor592!,1,受伤遇到的环境比较脏，或者是伤口比较深，或者是生锈的铁器，或者是金属，不需要打破伤风。
rumor593!,1,中药=补药，可长期食用
rumor594!,1,哮喘的孩子不能参加体育活动
rumor595,0,健康的血管是血管一定要是通畅的，没有血管的狭窄，血管的弹性的，要是好的，要一定的收缩和舒张的能力，血流可能要是通畅。
rumor596,0,一般做普通胃镜最好要有家属陪同。
rumor597,0,有头晕头疼不舒服等各种各样的症状那么建议你一定要到医院去看一下虽然你的血压低了都是很很好的一个血糖值我没什么事我们更关注的是高血压对于身体的一个损害那么实际上，绝大多是绝大多数这种血压你们认为偏低的都是正常的都不是我本来是说晚一点再更新低血压相关的这个视频但是看了看评论去啊，
rumor598,0,不是让你害怕说，不能讲讲高血压到底是为什么为什么会有高血压那么就一条一条条给你们讲这条属于我们来讲遗传因素在高血压中的这个作用他们还怕他们对着你说，我就一定会得高血压吗？然后是不是说太多了，容易遭打入等等。各方面的，因素啊，我也不，一定会得高血压的，目标跟你们讲科普的，目的，不，是为了，让你们恐慌
rumor599,0,很多高血压的病人也存在着这种高尿酸血症尤其是这种长期的高尿酸血症对于血压的影响是比较大那么糖尿病的病人会因为你的这个高尿酸血症而导致你的胰岛素抵抗呢？因为你的这个高尿酸血症而加重吗？高尿酸血症也会增加你心血管病大家都知道刚才雪中容易出现痛风是不让很多痛风的病人一查是尿酸高那么你的高尿酸血症就会加重动脉粥样硬化的进展啊
rumor600,0,当病人出现意识不清甚至昏迷的时候，包括抽搐，癫痫发作和儿童的高热惊厥，不要给患者口服任何一种液体胶囊或者是丸子类的药物。
rumor601,0,肥胖可以结合自身情况在能量营养保证的情况下选择相应的节食方法轻断食。
rumor602,0,食品添加剂早已与人类为伴，是大众饮食的日常构成，也是现代食品工业不可或缺的基础，并且我国食品添加剂标准的制定与执行均十分严格，家长在选购儿童食品时无须过度担忧添加剂问题。
rumor603,0,然后马上开始持续的心肺复苏等到救护车来这个病人就可能活下来现在不做视频我做了两场直播了六段视频就在我主页，第一条不行，只要持续的心肺复苏，看着心痛，让我看一条视频，马上叫人马上打一二零
rumor604,0,在急性心梗发作时，嚼服300mg阿司匹林，确实是为了让药物迅速吸收，但这只是在急性疾病发作时的“权宜之计”，并不能作为普适方法。比如有些药物特地做成缓释片或控释片，如果嚼碎服用，会使缓慢给药变成快速吸收，短时间内大量吸收药物，会带来更多的用药风险。还有一些肠溶片，在肠道内吸收更充分或对胃有一定的刺激性，如果这类剂型的药物被嚼碎了吃，可能会影响吸收效率或刺激胃黏膜。因此要阅读药物说明书，遵医嘱服用，不能自己想当然
rumor605,0,我们全社会都应该了解cd到底怎么用单纯的心肺复苏可能不能解决所有问题的馀地是非常有效的一个治疗手段那抢救室看了个病人钱币，心梗，看这是住院时候刚刚的心电图我们要不，正在跟家人谈话说要给她做急诊手术谈话过程中唱了庙这就是室颤的心电图种状况下如果是在家里而不是在医院这边可能就没有太大希望但我们改革经过两次除颤以后又恢复到了一个正常的窦性心律所以lcd的使用是非常非常的必要现实中极少啊，
rumor606,0,也希望大家能有一个非常非常好的一个心态去看待我们的生活，而且数百人都活得很好，我们的生命除了长度之外还需要一个很好这个宽度，是吧？别人还真也不能干，希望大家都永远遇不到猝死的这种病例的发生啊。
rumor607!,1,icu不能把它慢性心衰治好，所以慢性心衰的病人不应该转icu。
rumor608,0,建议做肠镜检查，有近十年炎症性肠病。
rumor609,0,侵蚀红酒里面的本质就是酒精会加重动脉的硬化醋的成分，它是乙酸，也不会软化血管。
rumor610,0,你售罄了以后你血压会有一个明显的改善。你怎么最近都不找我了然后他老找我说，果然瘦得我都差点没认出来，我说
rumor611,0,柿饼上的白霜被称为柿霜，是柿饼在制作过程中天然形成的糖霜，并不是防腐剂，对人体无害，消费者可以放心食用
rumor612,0,合理的运动可以促进疾病痊愈
rumor613,0,隔夜菜不会直接导致重度贫血
